,Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
122,FDO16,OUT035,1717.7517290130795
123,FDC60,OUT049,1717.7517290130795
124,FDA48,OUT018,5908.442360000001
125,FDZ36,OUT027,553.6929526785715
126,FDK27,OUT045,1717.7517290130795
127,FDW23,OUT018,964.5592555555558
128,FDM14,OUT018,2633.810205464481
129,FDM14,OUT013,1717.7517290130795
130,FDW60,OUT018,4794.112032183908
131,FDE21,OUT013,1717.7517290130795
132,NCM42,OUT035,1717.7517290130795
133,FDY59,OUT010,1717.7517290130795
134,DRI49,OUT049,1717.7517290130795
135,FDT28,OUT019,2785.57758642993
136,FDQ22,OUT018,964.5592555555558
137,FDR60,OUT049,1717.7517290130795
138,FDC50,OUT019,1717.7517290130795
139,FDV24,OUT013,2785.57758642993
140,DRF48,OUT010,2785.57758642993
141,FDQ47,OUT046,760.1248005134787
142,DRN36,OUT049,1717.7517290130795
143,NCY06,OUT035,1717.7517290130795
144,FDE52,OUT035,1717.7517290130795
145,NCB54,OUT045,1717.7517290130795
146,NCF31,OUT035,2785.57758642993
147,FDJ08,OUT027,553.6929526785715
148,NCC07,OUT017,1717.7517290130795
149,NCD19,OUT027,122.91127172413792
150,FDL46,OUT049,1717.7517290130795
151,FDM20,OUT045,3874.1350621359225
152,NCI06,OUT010,2785.57758642993
153,DRM11,OUT035,3874.1350621359225
154,NCH07,OUT018,4011.9429512605043
155,FDS23,OUT013,1717.7517290130795
156,FDO49,OUT018,1758.2753692307695
157,FDS35,OUT049,760.1248005134787
158,DRK39,OUT045,1717.7517290130795
159,DRI39,OUT049,760.1248005134787
160,FDV04,OUT017,2785.57758642993
161,NCN14,OUT035,2785.57758642993
162,FDH08,OUT013,3874.1350621359225
163,FDS20,OUT046,2785.57758642993
164,FDV40,OUT049,760.1248005134787
165,FDZ48,OUT010,1717.7517290130795
166,FDS24,OUT027,252.24345153846156
167,FDK44,OUT049,2785.57758642993
168,FDS48,OUT045,2785.57758642993
169,FDK26,OUT010,2785.57758642993
170,FDD23,OUT045,2785.57758642993
171,NCH54,OUT017,2785.57758642993
172,NCP14,OUT010,1717.7517290130795
173,FDM60,OUT010,760.1248005134787
174,FDV24,OUT017,2785.57758642993
175,FDH08,OUT018,5908.442360000001
176,FDS12,OUT027,252.24345153846156
177,FDR39,OUT027,370.4193823834197
178,FDP12,OUT027,122.91127172413792
179,DRF60,OUT027,553.6929526785715
180,FDC09,OUT035,1717.7517290130795
181,FDF50,OUT018,5908.442360000001
182,FDG28,OUT035,3874.1350621359225
183,NCE19,OUT017,760.1248005134787
184,NCM53,OUT010,1717.7517290130795
185,NCN18,OUT049,1717.7517290130795
186,FDF32,OUT035,2785.57758642993
187,FDF11,OUT013,3874.1350621359225
188,DRI59,OUT049,3874.1350621359225
189,NCG54,OUT035,2785.57758642993
190,FDM44,OUT046,1717.7517290130795
191,FDT57,OUT018,5908.442360000001
192,FDV24,OUT046,2785.57758642993
193,FDI50,OUT019,3874.1350621359225
194,FDS09,OUT035,760.1248005134787
195,NCC31,OUT027,370.4193823834197
196,FDQ07,OUT019,3874.1350621359225
197,FDC22,OUT017,2785.57758642993
198,FDZ56,OUT046,2785.57758642993
199,FDZ40,OUT019,760.1248005134787
200,FDS46,OUT027,252.24345153846156
201,DRD24,OUT045,1717.7517290130795
202,FDV45,OUT017,2785.57758642993
203,FDL26,OUT045,2785.57758642993
204,FDA56,OUT018,3493.6062461538463
205,FDN27,OUT046,1717.7517290130795
206,FDM20,OUT049,3874.1350621359225
207,FDO16,OUT017,1717.7517290130795
208,FDL03,OUT035,2785.57758642993
209,FDE58,OUT046,1717.7517290130795
210,FDI02,OUT027,252.24345153846156
211,NCC55,OUT019,760.1248005134787
212,FDR03,OUT018,5908.442360000001
213,FDB14,OUT017,1717.7517290130795
214,FDR45,OUT013,3874.1350621359225
215,NCN07,OUT017,1717.7517290130795
216,FDM51,OUT019,1717.7517290130795
217,FDT52,OUT027,553.6929526785715
218,FDL26,OUT046,2785.57758642993
219,NCZ42,OUT046,3874.1350621359225
220,DRI47,OUT019,2785.57758642993
221,FDW40,OUT013,1717.7517290130795
222,FDN34,OUT046,2785.57758642993
223,FDS01,OUT035,2785.57758642993
224,NCG55,OUT045,1717.7517290130795
225,FDC11,OUT035,1717.7517290130795
226,FDX35,OUT018,5908.442360000001
227,NCB06,OUT046,2785.57758642993
228,FDR09,OUT019,3874.1350621359225
229,FDC53,OUT017,1717.7517290130795
230,FDY45,OUT013,3874.1350621359225
231,FDA22,OUT010,2785.57758642993
232,FDE02,OUT035,1717.7517290130795
233,FDW21,OUT045,1717.7517290130795
234,FDV34,OUT046,760.1248005134787
235,FDS59,OUT049,1717.7517290130795
236,NCW17,OUT017,1717.7517290130795
237,NCK54,OUT046,1717.7517290130795
238,FDG17,OUT019,3874.1350621359225
239,FDG35,OUT017,2785.57758642993
240,FDD08,OUT010,760.1248005134787
241,NCO07,OUT017,3874.1350621359225
242,FDJ10,OUT010,1717.7517290130795
243,FDW36,OUT017,1717.7517290130795
244,FDW21,OUT010,1717.7517290130795
245,FDY19,OUT017,1717.7517290130795
246,DRE03,OUT013,760.1248005134787
247,NCC55,OUT049,760.1248005134787
248,FDH52,OUT010,760.1248005134787
249,FDO09,OUT017,3874.1350621359225
250,FDU43,OUT045,3874.1350621359225
251,FDX09,OUT010,2785.57758642993
252,FDH40,OUT019,1717.7517290130795
253,FDW58,OUT017,1717.7517290130795
254,FDC47,OUT017,3874.1350621359225
255,NCR41,OUT035,1717.7517290130795
256,DRG49,OUT035,3874.1350621359225
257,FDC52,OUT027,370.4193823834197
258,FDY13,OUT046,760.1248005134787
259,FDY35,OUT013,760.1248005134787
260,FDI35,OUT017,2785.57758642993
261,NCU18,OUT049,1717.7517290130795
262,FDY33,OUT018,4011.9429512605043
263,FDC15,OUT027,370.4193823834197
264,FDU01,OUT049,2785.57758642993
265,NCU42,OUT046,2785.57758642993
266,NCV29,OUT018,4794.112032183908
267,NCY30,OUT017,2785.57758642993
268,FDQ46,OUT049,1717.7517290130795
269,FDG58,OUT027,370.4193823834197
270,FDK33,OUT017,3874.1350621359225
271,NCD07,OUT045,1717.7517290130795
272,NCX29,OUT027,370.4193823834197
273,NCT42,OUT013,2785.57758642993
274,DRN59,OUT035,760.1248005134787
275,FDI44,OUT035,1717.7517290130795
276,FDA45,OUT049,2785.57758642993
277,FDP31,OUT045,760.1248005134787
278,FDY01,OUT046,1717.7517290130795
279,FDT09,OUT018,3493.6062461538463
280,DRH03,OUT027,252.24345153846156
281,FDA36,OUT018,4794.112032183908
282,NCF31,OUT017,2785.57758642993
283,FDG14,OUT049,2785.57758642993
284,FDG28,OUT027,553.6929526785715
285,FDU14,OUT049,3874.1350621359225
286,FDY47,OUT019,1717.7517290130795
287,FDI56,OUT049,1717.7517290130795
288,DRD01,OUT013,760.1248005134787
289,FDM22,OUT046,760.1248005134787
290,FDH33,OUT013,760.1248005134787
291,DRZ24,OUT013,1717.7517290130795
292,NCQ38,OUT046,1717.7517290130795
293,FDO16,OUT027,252.24345153846156
294,FDU07,OUT027,370.4193823834197
295,NCB07,OUT013,2785.57758642993
296,FDU48,OUT045,1717.7517290130795
297,NCM43,OUT045,2785.57758642993
298,FDR31,OUT010,2785.57758642993
299,DRK49,OUT018,964.5592555555558
300,NCI30,OUT010,3874.1350621359225
301,DRD60,OUT017,2785.57758642993
302,NCG19,OUT046,3874.1350621359225
303,FDH12,OUT035,1717.7517290130795
304,FDM32,OUT035,1717.7517290130795
305,FDM27,OUT035,2785.57758642993
306,NCU53,OUT027,370.4193823834197
307,NCQ18,OUT046,1717.7517290130795
308,FDS10,OUT013,2785.57758642993
309,FDB33,OUT027,370.4193823834197
310,FDI12,OUT013,1717.7517290130795
311,NCW42,OUT013,3874.1350621359225
312,NCC06,OUT018,3493.6062461538463
313,FDW02,OUT017,1717.7517290130795
314,NCD43,OUT017,1717.7517290130795
315,FDM57,OUT018,2633.810205464481
316,FDA58,OUT017,3874.1350621359225
317,FDK56,OUT046,2785.57758642993
318,FDP52,OUT045,3874.1350621359225
319,FDW20,OUT018,3493.6062461538463
320,FDS52,OUT049,1717.7517290130795
321,NCT29,OUT018,2633.810205464481
322,NCL54,OUT013,2785.57758642993
323,FDC05,OUT045,2785.57758642993
324,FDF34,OUT035,2785.57758642993
325,FDP03,OUT027,252.24345153846156
326,FDD32,OUT010,1717.7517290130795
327,FDZ10,OUT045,1717.7517290130795
328,FDZ40,OUT035,760.1248005134787
329,FDD51,OUT018,964.5592555555558
330,NCY30,OUT019,2785.57758642993
331,FDP58,OUT017,3874.1350621359225
332,FDV49,OUT017,3874.1350621359225
333,FDY24,OUT019,760.1248005134787
334,NCO55,OUT017,1717.7517290130795
335,FDR13,OUT017,1717.7517290130795
336,FDS51,OUT017,760.1248005134787
337,FDP26,OUT045,1717.7517290130795
338,NCB54,OUT027,252.24345153846156
339,FDF32,OUT017,2785.57758642993
340,FDN31,OUT018,4794.112032183908
341,DRM48,OUT017,760.1248005134787
342,FDN20,OUT049,2785.57758642993
343,DRL01,OUT046,3874.1350621359225
344,FDV56,OUT049,1717.7517290130795
345,DRH13,OUT027,252.24345153846156
346,FDA03,OUT017,2785.57758642993
347,FDF47,OUT027,553.6929526785715
348,FDX32,OUT046,2785.57758642993
349,FDX57,OUT049,1717.7517290130795
350,NCA30,OUT045,2785.57758642993
351,FDO49,OUT013,760.1248005134787
352,FDL04,OUT019,1717.7517290130795
353,DRM48,OUT035,760.1248005134787
354,FDR16,OUT013,3874.1350621359225
355,NCC19,OUT018,5908.442360000001
356,NCE42,OUT045,3874.1350621359225
357,FDY24,OUT017,760.1248005134787
358,FDH19,OUT049,2785.57758642993
359,FDJ46,OUT013,2785.57758642993
360,FDN45,OUT010,3874.1350621359225
361,FDY08,OUT035,1717.7517290130795
362,FDZ37,OUT035,1717.7517290130795
363,NCT30,OUT045,760.1248005134787
364,DRY23,OUT018,964.5592555555558
365,NCZ30,OUT018,3493.6062461538463
366,FDC44,OUT018,2633.810205464481
367,FDB45,OUT035,1717.7517290130795
368,FDY04,OUT013,2785.57758642993
369,FDM27,OUT046,2785.57758642993
370,FDZ43,OUT017,3874.1350621359225
371,FDT39,OUT019,2785.57758642993
372,NCC06,OUT019,1717.7517290130795
373,FDL15,OUT027,370.4193823834197
374,FDL57,OUT017,3874.1350621359225
375,FDU08,OUT046,1717.7517290130795
376,FDK40,OUT017,3874.1350621359225
377,FDQ12,OUT010,3874.1350621359225
378,FDS48,OUT017,2785.57758642993
379,FDP09,OUT045,3874.1350621359225
380,FDW21,OUT049,1717.7517290130795
381,FDY25,OUT035,2785.57758642993
382,DRE13,OUT017,1717.7517290130795
383,FDV43,OUT019,760.1248005134787
384,FDD22,OUT045,1717.7517290130795
385,FDM46,OUT019,1717.7517290130795
386,NCO30,OUT010,2785.57758642993
387,FDM25,OUT046,2785.57758642993
388,NCN41,OUT049,1717.7517290130795
389,FDU24,OUT045,1717.7517290130795
390,FDZ50,OUT046,2785.57758642993
391,FDP45,OUT013,3874.1350621359225
392,NCM54,OUT045,1717.7517290130795
393,FDW10,OUT019,2785.57758642993
394,FDP20,OUT017,1717.7517290130795
395,FDK32,OUT046,2785.57758642993
396,FDN52,OUT049,1717.7517290130795
397,FDM58,OUT045,1717.7517290130795
398,FDZ46,OUT027,252.24345153846156
399,NCA18,OUT018,2633.810205464481
400,FDD35,OUT046,1717.7517290130795
401,NCK31,OUT035,760.1248005134787
402,FDI40,OUT027,252.24345153846156
403,FDT50,OUT019,1717.7517290130795
404,NCT06,OUT046,2785.57758642993
405,FDT31,OUT035,2785.57758642993
406,FDT45,OUT049,760.1248005134787
407,FDT13,OUT045,2785.57758642993
408,FDO50,OUT045,1717.7517290130795
409,NCU18,OUT010,1717.7517290130795
410,NCR54,OUT049,2785.57758642993
411,NCO18,OUT018,4794.112032183908
412,FDU09,OUT045,760.1248005134787
413,FDT13,OUT018,4794.112032183908
414,FDE09,OUT046,1717.7517290130795
415,NCK53,OUT019,1717.7517290130795
416,FDG45,OUT049,3874.1350621359225
417,DRH15,OUT035,760.1248005134787
418,FDO21,OUT019,3874.1350621359225
419,FDD14,OUT027,553.6929526785715
420,FDC09,OUT046,1717.7517290130795
421,FDH45,OUT027,122.91127172413792
422,FDV32,OUT046,760.1248005134787
423,FDG12,OUT035,1717.7517290130795
424,FDS32,OUT013,1717.7517290130795
425,NCL55,OUT018,5908.442360000001
426,DRE01,OUT035,3874.1350621359225
427,DRE15,OUT049,1717.7517290130795
428,NCL42,OUT045,3874.1350621359225
429,FDP31,OUT013,760.1248005134787
430,FDN33,OUT018,2633.810205464481
431,FDZ59,OUT046,2785.57758642993
432,FDE45,OUT010,2785.57758642993
433,FDJ07,OUT013,1717.7517290130795
434,FDQ45,OUT018,4794.112032183908
435,FDM33,OUT027,553.6929526785715
436,FDO15,OUT010,760.1248005134787
437,FDM46,OUT013,1717.7517290130795
438,FDR03,OUT045,3874.1350621359225
439,FDY49,OUT018,4011.9429512605043
440,FDQ60,OUT045,1717.7517290130795
441,FDW10,OUT049,2785.57758642993
442,FDO51,OUT049,760.1248005134787
443,FDJ40,OUT018,2633.810205464481
444,FDS20,OUT018,4794.112032183908
445,FDU45,OUT013,1717.7517290130795
446,FDV02,OUT035,2785.57758642993
447,FDN09,OUT046,3874.1350621359225
448,NCM55,OUT027,553.6929526785715
449,FDN23,OUT018,4011.9429512605043
450,FDY31,OUT010,2785.57758642993
451,FDW03,OUT010,1717.7517290130795
452,FDD14,OUT046,2785.57758642993
453,FDV23,OUT017,1717.7517290130795
454,DRI03,OUT045,2785.57758642993
455,FDN13,OUT035,1717.7517290130795
456,FDF45,OUT027,122.91127172413792
457,FDU46,OUT035,1717.7517290130795
458,FDB57,OUT049,3874.1350621359225
459,FDV12,OUT049,1717.7517290130795
460,FDQ58,OUT013,2785.57758642993
461,NCA18,OUT017,1717.7517290130795
462,FDH52,OUT049,760.1248005134787
463,FDM24,OUT018,4011.9429512605043
464,NCP43,OUT027,370.4193823834197
465,NCO18,OUT019,2785.57758642993
466,FDM32,OUT017,1717.7517290130795
467,NCL07,OUT017,760.1248005134787
468,FDK03,OUT013,3874.1350621359225
469,FDP59,OUT017,1717.7517290130795
470,FDQ24,OUT049,3874.1350621359225
471,FDQ16,OUT018,2633.810205464481
472,FDU44,OUT013,2785.57758642993
473,FDH28,OUT010,760.1248005134787
474,FDV28,OUT019,760.1248005134787
475,FDM22,OUT045,760.1248005134787
476,FDR56,OUT046,2785.57758642993
477,FDV39,OUT049,2785.57758642993
478,FDU37,OUT019,1717.7517290130795
479,FDQ11,OUT010,3874.1350621359225
480,FDX02,OUT045,3874.1350621359225
481,NCS42,OUT018,2633.810205464481
482,FDY57,OUT027,252.24345153846156
483,FDB21,OUT049,3874.1350621359225
484,FDE28,OUT017,3874.1350621359225
485,FDQ55,OUT017,1717.7517290130795
486,FDA48,OUT049,3874.1350621359225
487,FDZ19,OUT045,2785.57758642993
488,NCC43,OUT045,3874.1350621359225
489,NCV18,OUT046,1717.7517290130795
490,NCA42,OUT018,4011.9429512605043
491,FDY45,OUT046,3874.1350621359225
492,NCC30,OUT045,2785.57758642993
493,FDM57,OUT013,1717.7517290130795
494,FDL09,OUT010,2785.57758642993
495,FDB09,OUT027,252.24345153846156
496,FDT44,OUT035,1717.7517290130795
497,NCT06,OUT027,370.4193823834197
498,FDX26,OUT049,2785.57758642993
499,FDK32,OUT013,2785.57758642993
500,DRA12,OUT046,1717.7517290130795
501,FDO46,OUT010,2785.57758642993
502,FDE52,OUT013,1717.7517290130795
503,NCH42,OUT045,3874.1350621359225
504,FDV08,OUT035,760.1248005134787
505,FDB47,OUT018,5908.442360000001
506,FDC28,OUT010,1717.7517290130795
507,FDD22,OUT046,1717.7517290130795
508,FDS07,OUT027,252.24345153846156
509,DRI13,OUT045,3874.1350621359225
510,FDG32,OUT018,5908.442360000001
511,FDU14,OUT017,3874.1350621359225
512,FDD28,OUT019,760.1248005134787
513,NCP41,OUT017,1717.7517290130795
514,FDS08,OUT049,2785.57758642993
515,FDX47,OUT045,2785.57758642993
516,FDC53,OUT019,1717.7517290130795
517,FDQ19,OUT035,3874.1350621359225
518,FDL14,OUT045,2785.57758642993
519,FDM33,OUT019,3874.1350621359225
520,FDA51,OUT045,1717.7517290130795
521,FDZ27,OUT018,1758.2753692307695
522,FDT04,OUT046,760.1248005134787
523,DRC13,OUT049,1717.7517290130795
524,FDR16,OUT027,553.6929526785715
525,FDQ03,OUT027,553.6929526785715
526,FDE38,OUT035,2785.57758642993
527,DRH23,OUT027,122.91127172413792
528,FDT11,OUT019,2785.57758642993
529,FDD09,OUT035,2785.57758642993
530,FDR40,OUT045,1717.7517290130795
531,FDX07,OUT017,2785.57758642993
532,FDR07,OUT035,1717.7517290130795
533,FDA51,OUT017,1717.7517290130795
534,FDT59,OUT019,3874.1350621359225
535,FDF20,OUT017,2785.57758642993
536,FDR13,OUT045,1717.7517290130795
537,FDY26,OUT049,3874.1350621359225
538,FDW04,OUT017,1717.7517290130795
539,FDK52,OUT017,3874.1350621359225
540,FDN60,OUT049,2785.57758642993
541,FDM09,OUT019,2785.57758642993
542,FDP46,OUT049,1717.7517290130795
543,FDB50,OUT019,1717.7517290130795
544,NCQ29,OUT049,3874.1350621359225
545,FDP16,OUT027,553.6929526785715
546,FDX33,OUT018,4011.9429512605043
547,FDP07,OUT010,2785.57758642993
548,FDN22,OUT046,3874.1350621359225
549,FDF39,OUT049,3874.1350621359225
550,FDS21,OUT017,760.1248005134787
551,NCM42,OUT013,1717.7517290130795
552,FDK50,OUT019,2785.57758642993
553,DRF13,OUT027,370.4193823834197
554,FDH35,OUT018,4011.9429512605043
555,FDP60,OUT018,2633.810205464481
556,DRJ49,OUT027,252.24345153846156
557,NCT42,OUT019,2785.57758642993
558,FDE38,OUT049,2785.57758642993
559,FDI04,OUT049,2785.57758642993
560,NCH54,OUT045,2785.57758642993
561,FDT56,OUT049,760.1248005134787
562,DRD15,OUT018,5908.442360000001
563,FDV58,OUT013,2785.57758642993
564,FDP21,OUT049,2785.57758642993
565,FDH05,OUT013,3874.1350621359225
566,FDR10,OUT027,370.4193823834197
567,NCP06,OUT045,2785.57758642993
568,FDF33,OUT049,1717.7517290130795
569,DRK37,OUT013,2785.57758642993
570,DRH49,OUT045,1717.7517290130795
571,FDT58,OUT013,2785.57758642993
572,FDD41,OUT018,2633.810205464481
573,FDP40,OUT018,2633.810205464481
574,FDM51,OUT027,252.24345153846156
575,FDO45,OUT010,1717.7517290130795
576,FDW33,OUT010,1717.7517290130795
577,FDY24,OUT045,760.1248005134787
578,FDB10,OUT010,3874.1350621359225
579,FDM40,OUT035,1717.7517290130795
580,NCI06,OUT017,2785.57758642993
581,FDW12,OUT019,2785.57758642993
582,FDX48,OUT027,370.4193823834197
583,NCW05,OUT027,252.24345153846156
584,FDX27,OUT017,1717.7517290130795
585,DRM37,OUT045,2785.57758642993
586,FDA38,OUT045,3874.1350621359225
587,FDR36,OUT046,760.1248005134787
588,FDZ45,OUT046,2785.57758642993
589,FDG05,OUT017,2785.57758642993
590,FDK28,OUT013,3874.1350621359225
591,FDV47,OUT045,1717.7517290130795
592,FDN21,OUT045,2785.57758642993
593,FDP20,OUT027,252.24345153846156
594,FDI35,OUT045,2785.57758642993
595,DRY23,OUT013,760.1248005134787
596,FDA56,OUT017,1717.7517290130795
597,FDB09,OUT013,1717.7517290130795
598,NCO26,OUT027,252.24345153846156
599,FDQ49,OUT018,4011.9429512605043
600,FDI52,OUT027,252.24345153846156
601,FDZ44,OUT027,252.24345153846156
602,FDZ09,OUT018,4011.9429512605043
603,FDY03,OUT049,1717.7517290130795
604,NCG42,OUT017,1717.7517290130795
605,DRI13,OUT027,553.6929526785715
606,FDQ32,OUT013,1717.7517290130795
607,FDW16,OUT035,1717.7517290130795
608,FDU27,OUT046,760.1248005134787
609,FDR28,OUT010,2785.57758642993
610,FDQ49,OUT010,2785.57758642993
611,FDS37,OUT046,1717.7517290130795
612,FDW26,OUT018,5908.442360000001
613,FDX12,OUT018,5908.442360000001
614,NCP06,OUT013,2785.57758642993
615,FDW45,OUT010,2785.57758642993
616,NCN30,OUT049,1717.7517290130795
617,FDN24,OUT049,760.1248005134787
618,NCL41,OUT027,122.91127172413792
619,FDR02,OUT019,1717.7517290130795
620,FDD09,OUT010,2785.57758642993
621,FDS33,OUT010,1717.7517290130795
622,FDU22,OUT045,1717.7517290130795
623,FDI53,OUT013,2785.57758642993
624,DRH01,OUT049,2785.57758642993
625,FDX32,OUT013,1717.7517290130795
626,NCP30,OUT018,964.5592555555558
627,FDB60,OUT045,2785.57758642993
628,FDB14,OUT049,1717.7517290130795
629,NCP02,OUT035,760.1248005134787
630,FDJ10,OUT017,1717.7517290130795
631,FDG34,OUT046,1717.7517290130795
632,NCB18,OUT017,1717.7517290130795
633,FDM16,OUT049,760.1248005134787
634,FDW25,OUT018,2633.810205464481
635,FDB35,OUT010,1717.7517290130795
636,DRN11,OUT013,1717.7517290130795
637,FDF41,OUT019,3874.1350621359225
638,FDH16,OUT045,1717.7517290130795
639,NCQ50,OUT018,5908.442360000001
640,DRH23,OUT018,1758.2753692307695
641,DRJ37,OUT013,2785.57758642993
642,DRJ24,OUT027,553.6929526785715
643,FDY16,OUT035,2785.57758642993
644,FDQ27,OUT045,1717.7517290130795
645,FDZ33,OUT045,2785.57758642993
646,FDF29,OUT045,1717.7517290130795
647,FDA08,OUT049,2785.57758642993
648,FDG31,OUT046,760.1248005134787
649,FDE34,OUT019,2785.57758642993
650,NCR30,OUT027,122.91127172413792
651,FDV33,OUT035,3874.1350621359225
652,DRZ24,OUT018,2633.810205464481
653,NCL54,OUT035,2785.57758642993
654,FDR12,OUT049,2785.57758642993
655,NCC54,OUT046,3874.1350621359225
656,DRN59,OUT013,760.1248005134787
657,FDX50,OUT019,1717.7517290130795
658,FDV31,OUT027,370.4193823834197
659,NCA29,OUT027,370.4193823834197
660,FDW60,OUT049,2785.57758642993
661,FDX08,OUT017,2785.57758642993
662,DRD49,OUT013,3874.1350621359225
663,FDD33,OUT046,3874.1350621359225
664,FDW35,OUT013,760.1248005134787
665,FDJ36,OUT017,1717.7517290130795
666,FDV51,OUT035,2785.57758642993
667,FDW36,OUT046,1717.7517290130795
668,FDH35,OUT046,2785.57758642993
669,NCS30,OUT027,252.24345153846156
670,FDN49,OUT017,760.1248005134787
671,FDL08,OUT018,5908.442360000001
672,FDI09,OUT013,3874.1350621359225
673,FDP19,OUT018,3493.6062461538463
674,FDU21,OUT010,760.1248005134787
675,NCP41,OUT045,1717.7517290130795
676,FDY10,OUT013,1717.7517290130795
677,FDP12,OUT018,964.5592555555558
